id,naver_place_id,name,category,address,lat,lng,review_count,voted_total,voter_count
2114,1319536676,업사이드커피 서교점,"카페,디저트",동교로18길 40 1층,37.553579,126.9179727,155,584,145
2115,2026188824,달꽃크레페 홍대2호점,크레페,홍익로3길 25 1층 101호,37.553094,126.9217538,32,54,29
2116,2026215349,프리즘라운지,"카페,디저트",양화로12길 6 1층,37.5516906,126.9174711,80,338,69
2117,36601169,브루브로스커피,테이크아웃커피,잔다리로6길 20-6 1층,37.5519579,126.9202623,289,420,134
2118,1222600356,그레인바운더리 홍대,베이커리,양화로16길 30-6,37.5528252,126.9210279,941,3315,859
2119,1311650935,슈케익하우스 홍대점,케이크전문,홍익로3길 29 1층,37.5530193,126.9217264,181,398,165
2120,2039538795,에덴,"카페,디저트",홍익로5안길 50 지1층,37.5528955,126.9203479,92,354,74
2121,1187600088,K1 35cm,카페,홍익로3길 19,37.5534951,126.9219356,37,47,36
2122,1410826313,카페 위밋데얼,"카페,디저트",양화로16길 30 3층,37.552888,126.921136,953,1236,579
2123,34722141,펭귄카페,카페,잔다리로 47,37.5521972,126.9185186,280,312,115
2124,1914576923,언제라도 여행,"카페,디저트",잔다리로 65 2층,37.5534693,126.9170903,42,145,32
2125,1736814797,카페치어럽,"카페,디저트",잔다리로 30-32 1층,37.5519504,126.9201011,8,24,7
2126,2063676982,영커피 홍대서교점,"카페,디저트",잔다리로 40 1층,37.5519591,126.9193377,1,5,1
2127,36652330,에이카페,"카페,디저트",잔다리로7안길 26,37.55238,126.9164635,377,458,81
2128,2028830064,BYD Breeze Cafe Mapo,카페,"양화로 77 1층, 2층",37.5517082,126.9163511,6,26,6
2129,1312385309,매머드익스프레스 홍대잔다리로점,카페,잔다리로6길 22 1층,37.552154,126.9203647,27,61,19
2130,2026873187,일용할커피 MG복지회점,"카페,디저트",양화로 106 새마을금고복지회 1층,37.5530959,126.919298,29,123,26
2131,1170321279,카페산티아고,"카페,디저트",양화로7길 6-5 와와빌딩 1동 201호,37.5515096,126.9152244,109,382,86
2132,2078814980,조스테이블코리아 서현교회점,카페,잔다리로7길 31 교육관 3층 조스테이블,37.552556,126.9161649,18,86,18
2133,2080515018,카페 아히,테마카페,잔다리로 30-26 101호,37.551737,126.9200915,2,,
2134,125619949,허밍벨라 디자이너스점,"카페,디저트",양화로 86 호텔 더 디자이너스 홍대,37.5519649,126.9176326,117,25,13
2135,1968530062,카페로세토,"카페,디저트",양화로 87 1층,37.5525343,126.9174979,198,221,108
2136,1546632709,온스커피,"카페,디저트",잔다리로 59,37.5530763,126.9176013,3,9,3
2137,1008768260,카페 지금여기,카페,양화로16길 30-5 3층 지금 여기,37.5527293,126.9212739,1254,1673,708
2138,1174025294,히포 브런치하우스,"카페,디저트",성미산로17길 85 1층,37.5652288,126.9172618,3853,14936,3614
2139,1054027169,정이포장마차,포장마차,홍익로5안길 24 1층 102호 정이,37.5536702,126.921475,587,2284,520
2140,2010610172,합,일식당,양화로7길 4-13 1층,37.5515015,126.915742,16,77,13
2141,1990094374,보승회관 합정점,국밥,양화로 73-1 이스턴빌딩 1층,37.5515317,126.9161742,1331,2367,576
2142,30815324,코노미,일식당,잔다리로6길 28,37.5522111,126.9206285,2572,7633,2220
2143,1211848645,홍대닭발 닭한마리,요리주점,홍익로5안길 42 1층,37.5530959,126.9205831,418,1413,355
2144,35878731,호프마당,"맥주,호프",양화로15안길 28,37.5537315,126.9180234,169,332,101
